OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,ENERGYSTARScore,SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions,GHGEmissionsIntensity
392,2016,NonResidential,Warehouse,Linden Bldg,NORTHWEST,1960,1.0,1,52311,0,52311,Non-Refrigerated Warehouse,96.0,1109137.125,0.0,16765.0,913847.0,48.65,0.93
394,2016,NonResidential,Large Office,501 Eastlake Ave. (ID394) Republican Building,LAKE UNION,2001,1.0,5,176532,70067,106465,Office,60.0,5803409.0,0.0,5803409.0,0.0,40.46,0.23
395,2016,NonResidential,Warehouse,Ferguson Terminal,BALLARD,1973,1.0,1,52500,0,52500,Non-Refrigerated Warehouse,2.0,4243867.0,0.0,3064777.0,924621.0,70.47,1.34
396,2016,NonResidential,Warehouse,SBC396,BALLARD,1959,1.0,2,57300,0,57300,Non-Refrigerated Warehouse,55.0,5095134.5,0.0,1853914.0,2706578.0,156.67,2.73
398,2016,NonResidential,Large Office,2601 Elliott Avenue,DOWNTOWN,1916,1.0,6,350310,0,350310,Office,90.0,18102026.0,0.0,15974366.0,2127656.0,224.36,0.64
399,2016,NonResidential,Large Office,1201 Third Avenue,DOWNTOWN,1988,1.0,55,1400000,285000,1115000,Office,92.0,55140300.0,2179487.75,49472833.0,1426840.0,588.9,0.42
401,2016,NonResidential,Hotel,WAC aggregate,DOWNTOWN,1930,1.0,21,305548,0,305548,Hotel,58.0,34527356.0,16284570.0,14578058.0,2866705.0,1510.85,4.94
402,2016,NonResidential,Large Office,US Bank Centre,DOWNTOWN,1989,1.0,46,1536606,512608,1023998,Office,89.0,58506844.0,0.0,53668061.0,2938070.0,530.18,0.35
403,2016,NonResidential,Large Office,Logan Building,DOWNTOWN,1958,1.0,10,135918,0,135918,Office,91.0,6771618.5,2121203.0,4302353.0,0.0,193.72,1.43
404,2016,NonResidential,Retail Store,O'Shea Building,DOWNTOWN,1914,1.0,4,79957,0,79957,Retail Store,25.0,5171529.0,0.0,5252130.0,0.0,36.61,0.46
405,2016,NonResidential,Large Office,The Decatur,DOWNTOWN,1921,1.0,4,127268,0,127268,Office,71.0,7711757.5,714523.6875,6039805.0,957428.0,148.11,1.16
406,2016,NonResidential,Large Office,520 Pike Tower,DOWNTOWN,1983,1.0,29,500000,0,500000,Office,93.0,19249572.0,0.0,18848777.0,0.0,131.4,0.26
408,2016,NonResidential,Large Office,Fourth and Pike Building,DOWNTOWN,1926,0.0,10,132326,0,132326,Office,72.0,6146691.5,328247.0938,5698221.0,2551.0,65.2,0.49
409,2016,NonResidential,Large Office,Washington Federal,DOWNTOWN,1984,1.0,6,109830,13200,96630,Office,45.0,7335905.5,0.0,7335905.0,0.0,51.14,0.47
410,2016,NonResidential,Hotel,Motif Seattle,DOWNTOWN,1973,0.0,19,332067,59280,272787,Hotel,6.0,37984148.0,15586014.0,19800542.0,2398995.0,1468.5,4.42
411,2016,NonResidential,Large Office,Joshua Green Building,DOWNTOWN,1910,1.0,10,130513,0,130513,Office,49.0,11792293.0,631029.0,6846996.0,4173175.0,318.08,2.44
413,2016,NonResidential,Large Office,(ID413) JOSEPH VANCE BLDG,DOWNTOWN,1929,1.0,14,137350,0,137350,Office,89.0,6825027.0,2258855.25,4107229.0,0.0,202.99,1.48
414,2016,NonResidential,Large Office,Onni 1411 Fourth Development LP,DOWNTOWN,1929,1.0,15,151039,0,151039,Office,84.0,0.0,2850077.75,2596546.0,0.0,238.09,1.58
415,2016,NonResidential,Large Office,Century Square - COS Compliance,DOWNTOWN,1985,1.0,30,755000,134662,620338,Office,72.0,53974556.0,519390.0,43199963.0,8506844.0,793.05,1.05
416,2016,NonResidential,Small- and Mid-Sized Office,Chromer Building,DOWNTOWN,1906,1.0,4,63540,0,63540,Office,72.0,3564626.75,0.0,2428286.0,1090173.0,74.83,1.18
417,2016,NonResidential,Large Office,Melbourne Tower,DOWNTOWN,1927,1.0,10,130893,0,130893,Office,80.0,7163323.5,0.0,6962072.0,0.0,48.54,0.37
422,2016,NonResidential,Large Office,Two Union Square,DOWNTOWN,1989,1.0,56,1605578,389860,1215718,Office,97.0,50984500.0,915654.875,46081813.0,2520230.0,525.78,0.33
423,2016,NonResidential,Large Office,One Union Square,DOWNTOWN,1980,1.0,36,794592,0,794592,Office,96.0,27340878.0,0.0,26031451.0,658204.0,216.43,0.27
424,2016,NonResidential,Large Office,PARK PLACE OFFICE BLDG (ID424),DOWNTOWN,1971,1.0,21,456304,93204,363100,Office,74.0,20421248.0,0.0,19397322.0,0.0,135.23,0.3
425,2016,NonResidential,Large Office,First and Stewart,DOWNTOWN,1986,1.0,12,115857,15140,100717,Office,89.0,4757299.5,0.0,4757299.0,0.0,33.17,0.29
426,2016,NonResidential,Small- and Mid-Sized Office,World Trade Center West,DOWNTOWN,1999,1.0,4,87500,17500,70000,Office,72.0,4549892.0,0.0,4549891.0,0.0,31.72,0.36
427,2016,NonResidential,Large Office,World Trade Center East-Seattle,DOWNTOWN,1998,1.0,11,374405,184776,189629,Office,72.0,13329024.0,0.0,13329022.0,0.0,92.92,0.25
429,2016,NonResidential,Large Office,Terminal Sales Building,DOWNTOWN,1923,1.0,11,102846,0,102846,Office,96.0,6047637.0,3480880.75,1846369.0,0.0,281.55,2.74
430,2016,NonResidential,Small- and Mid-Sized Office,The Marshall Building,DOWNTOWN,1925,1.0,4,52800,0,52800,Office,83.0,2500323.75,0.0,1831932.0,597088.0,44.48,0.84
437,2016,NonResidential,Medical Office,VM Seattle Hospital & Medical Center - Lindeman Pavilion,EAST,1945,1.0,3,266000,104000,162000,Medical Office,65.0,14009703.0,476741.8125,11902958.0,1532059.0,201.15,0.76
438,2016,NonResidential,Medical Office,1101 Madison Tower,EAST,1992,1.0,14,690158,407795,282363,Medical Office,58.0,21156670.0,0.0,21156669.0,0.0,147.49,0.21
439,2016,NonResidential,Mixed Use Property,Fisher Plaza - East Building,LAKE UNION,2001,1.0,6,378443,177660,200783,Parking,100.0,55073120.0,0.0,53506520.0,1566594.0,456.22,1.21
440,2016,NonResidential,Mixed Use Property,Fisher Plaza - West Building,LAKE UNION,2001,1.0,6,213834,104922,108912,Parking,100.0,75073888.0,0.0,74917352.0,156525.0,530.59,2.48
441,2016,NonResidential,Hotel,Best Western Executive Inn,LAKE UNION,1979,1.0,5,109017,29409,79608,Hotel,34.0,9707963.0,0.0,5625395.0,3849350.0,243.66,2.24
443,2016,NonResidential,Large Office,Elliott Bay Office Park,MAGNOLIA / QUEEN ANNE,1981,1.0,5,275734,38452,237282,Office,77.0,16373232.0,0.0,16373229.0,0.0,114.14,0.41
444,2016,NonResidential,Warehouse,FedEX van Terminal,GREATER DUWAMISH,2001,1.0,1,123061,0,123061,Non-Refrigerated Warehouse,59.0,1987934.625,0.0,1987934.0,0.0,13.86,0.11
446,2016,NonResidential,Distribution Center,Washington State Ferries Building,GREATER DUWAMISH,1963,1.0,1,59090,0,59090,Distribution Center,45.0,3153949.5,0.0,634386.0,2121829.0,117.11,1.98
447,2016,NonResidential,Warehouse,NWCP-SEA Sylv Bldg,GREATER DUWAMISH,1963,1.0,1,106000,0,106000,Non-Refrigerated Warehouse,93.0,763364.5,0.0,763364.0,0.0,5.32,0.05
449,2016,NonResidential,Large Office,1551 Eastlake,LAKE UNION,1962,1.0,3,158600,38400,120200,Office,19.0,18471858.0,0.0,15941028.0,2368120.0,236.9,1.49
451,2016,NonResidential,Distribution Center,Frye Distribution Center,GREATER DUWAMISH,1960,1.0,1,119661,0,119661,Distribution Center,97.0,775864.1875,0.0,774965.0,764.0,5.44,0.05
452,2016,NonResidential,Large Office,1144 Eastlake Building,LAKE UNION,2001,1.0,7,139200,44728,94472,Office,81.0,4342597.0,0.0,4342597.0,0.0,30.27,0.22
453,2016,NonResidential,Small- and Mid-Sized Office,701 Dexter,MAGNOLIA / QUEEN ANNE,1984,1.0,6,95721,33921,61800,Office,95.0,3155171.75,0.0,3063504.0,0.0,21.36,0.22
456,2016,NonResidential,Large Office,1100 Dexter-RREEF SeaDPD ID 456,MAGNOLIA / QUEEN ANNE,1996,2.0,5,213283,115228,98055,Office,83.0,5661689.5,0.0,5661689.0,0.0,39.47,0.19
457,2016,NonResidential,Large Office,1441 N. 34th Street,LAKE UNION,2001,1.0,3,103697,47656,56041,Office,7.0,11672252.0,0.0,4904243.0,6415592.0,374.92,3.62
458,2016,NonResidential,Small- and Mid-Sized Office,Northgate Exec Center B,NORTH,1974,1.0,5,74880,0,74880,Office,56.0,5531460.0,0.0,5134607.0,0.0,35.8,0.48
459,2016,NonResidential,Small- and Mid-Sized Office,Northgate Exec Center C,NORTH,1979,1.0,6,88774,0,88774,Office,53.0,6353294.0,0.0,6029121.0,0.0,42.03,0.47
460,2016,NonResidential,Large Office,Northgate Plaza,NORTH,1983,1.0,5,122250,0,122250,Office,93.0,5535626.0,0.0,5535625.0,0.0,38.59,0.32
461,2016,NonResidential,Small- and Mid-Sized Office,Northgate Office Building,NORTH,1979,1.0,4,53730,0,53730,Office,20.0,4742869.0,0.0,4742869.0,0.0,33.06,0.62
462,2016,NonResidential,Small- and Mid-Sized Office,Delridge Building,DELRIDGE,1960,1.0,3,55593,0,55593,Office,55.0,4414587.0,0.0,2842549.0,1382323.0,93.23,1.68
463,2016,NonResidential,Large Office,425 Pontius,LAKE UNION,1982,1.0,4,134056,60960,73096,Office,54.0,4899096.0,0.0,4695138.0,0.0,32.73,0.24
464,2016,NonResidential,Retail Store,Costco #0001 Seattle,GREATER DUWAMISH,2005,1.0,1,158415,0,158415,Retail Store,25.0,23293664.0,0.0,15927634.0,6466780.0,454.49,2.87
492,2016,NonResidential,Small- and Mid-Sized Office,Queen Anne Plaza,MAGNOLIA / QUEEN ANNE,1985,1.0,4,86995,28800,58195,Office,81.0,3018140.75,0.0,2991674.0,0.0,20.86,0.24
467,2016,NonResidential,Retail Store,70100608-Ballard,BALLARD,1999,1.0,1,164437,0,164437,Retail Store,62.0,19031574.0,0.0,14099499.0,4290843.0,326.18,1.98
468,2016,NonResidential,Large Office,Interurban Exchange II - SEDO,LAKE UNION,2009,1.0,5,184482,66234,118248,Office,95.0,5869476.5,0.0,5651060.0,20195.0,40.47,0.22
471,2016,NonResidential,Large Office,428 Westlake,LAKE UNION,2004,1.0,6,139282,52582,86700,Office,96.0,3238216.0,0.0,3238216.0,0.0,22.57,0.16
473,2016,NonResidential,Large Office,City Place II - SEDO,LAKE UNION,2009,1.0,5,271071,98700,172371,Office,96.0,7960023.0,0.0,7695280.0,156054.0,61.93,0.23
474,2016,NonResidential,Warehouse,08185-Lake Union,LAKE UNION,1914,1.0,5,127800,0,127800,Non-Refrigerated Warehouse,56.0,2811924.5,0.0,2545590.0,221900.0,29.53,0.23
475,2016,NonResidential,Large Office,Arnold Building,LAKE UNION,2002,1.0,5,560516,206597,353919,Office,71.0,30401640.0,0.0,20922584.0,9160910.0,632.4,1.13
476,2016,NonResidential,Large Office,Yale,LAKE UNION,2001,1.0,6,226592,95000,131592,Office,49.0,11812678.0,0.0,11719809.0,243618.0,94.64,0.42
481,2016,NonResidential,Large Office,Westlake Terry - East SEDO,LAKE UNION,2006,1.0,4,209816,73673,136143,Office,97.0,6917478.5,0.0,5303806.0,1613672.0,122.68,0.58
482,2016,NonResidential,Large Office,Westlake Terry - West SEDO,LAKE UNION,2006,1.0,6,303103,109905,193198,Office,97.0,7554767.0,0.0,7147457.0,372009.0,69.59,0.23
484,2016,NonResidential,Mixed Use Property,Fred Rogers Building,LAKE UNION,1954,1.0,3,67380,0,67380,Non-Refrigerated Warehouse,66.0,3066491.25,0.0,1566221.0,1189608.0,74.1,1.1
489,2016,NonResidential,Small- and Mid-Sized Office,200 West Thomas,MAGNOLIA / QUEEN ANNE,1974,1.0,5,88062,20826,67236,Office,80.0,3558562.5,0.0,3415561.0,0.0,23.81,0.27
490,2016,NonResidential,Small- and Mid-Sized Office,North Tower,MAGNOLIA / QUEEN ANNE,1972,1.0,5,87178,20416,66762,Office,69.0,3838006.75,0.0,3632614.0,0.0,25.32,0.29
491,2016,NonResidential,Small- and Mid-Sized Office,South Tower,MAGNOLIA / QUEEN ANNE,1970,1.0,5,87178,20416,66762,Office,86.0,3705629.0,0.0,3493093.0,0.0,24.35,0.28
493,2016,NonResidential,Small- and Mid-Sized Office,200 First Ave W,MAGNOLIA / QUEEN ANNE,1971,1.0,5,88000,21600,66400,Office,75.0,0.0,0.0,3484915.0,0.0,24.29,0.28
494,2016,NonResidential,Medical Office,4225 Roosevelt 2ros4225,NORTHEAST,1988,1.0,4,196749,88405,108344,Medical Office,5.0,19718338.0,0.0,11703547.0,7461566.0,477.87,2.43
495,2016,NonResidential,Medical Office,4245 Roosevelt 2ros4245,NORTHEAST,1994,1.0,4,191276,95281,95995,Medical Office,21.0,8422861.0,0.0,8005293.0,417567.0,77.99,0.41
497,2016,NonResidential,Warehouse,08176-West Seattle,SOUTHWEST,1997,1.0,4,98475,0,98475,Non-Refrigerated Warehouse,83.0,1178591.625,0.0,768997.0,321500.0,22.44,0.23
498,2016,NonResidential,Hospital,SCCA,LAKE UNION,2000,1.0,7,351530,150455,201075,Hospital (General Medical & Surgical),23.0,43178016.0,0.0,26781892.0,15927728.0,1032.63,2.94
500,2016,NonResidential,Supermarket / Grocery Store,70100179-Lake City,NORTH,1995,1.0,2,308965,187878,121087,Supermarket/Grocery Store,78.0,14843382.0,0.0,10680826.0,3831959.0,277.98,0.9
503,2016,NonResidential,Supermarket / Grocery Store,RESTAURANT DEPOT SEATTLE (ID503),GREATER DUWAMISH,2008,1.0,1,63225,0,63225,Supermarket/Grocery Store,100.0,6522551.5,0.0,6522551.0,0.0,45.47,0.72
507,2016,NonResidential,Warehouse,Skyline-East Marginal,GREATER DUWAMISH,1999,1.0,1,243044,0,243044,Non-Refrigerated Warehouse,100.0,1396082.25,0.0,700977.0,695105.0,41.8,0.17
514,2016,NonResidential,Retail Store,W000252-NORTH SEATTLE WA,NORTHWEST,1997,1.0,1,131387,0,131387,Retail Store,72.0,8949319.0,0.0,7704514.0,1068542.0,110.46,0.84
515,2016,NonResidential,Warehouse,0643-Seattle - North 130th Street,NORTHWEST,1999,1.0,3,94400,0,94400,Non-Refrigerated Warehouse,38.0,800622.875,0.0,680865.0,103500.0,10.24,0.11
517,2016,NonResidential,Supermarket / Grocery Store,Sam's Club #18-6687,NORTHWEST,1984,0.0,1,144776,0,144776,Wholesale Club/Supercenter,56.0,13827966.0,0.0,10307295.0,3116783.0,237.39,1.64
518,2016,NonResidential,Retail Store,AURORA ACRES (ID518),NORTHWEST,1967,1.0,1,114000,0,114000,Retail Store,79.0,17225444.0,0.0,7836595.0,9388848.0,553.27,4.85
519,2016,NonResidential,Supermarket / Grocery Store,00410-Hwy 99 & 130th,NORTHWEST,1997,1.0,1,50083,0,50083,Supermarket/Grocery Store,78.0,8901074.0,0.0,6528390.0,2135300.0,158.92,3.17
520,2016,NonResidential,Large Office,Burke Building,LAKE UNION,1988,1.0,3,124071,28645,95426,Office,73.0,4991360.5,0.0,4989211.0,2149.0,34.9,0.28
521,2016,NonResidential,Small- and Mid-Sized Office,The Evanston Building,LAKE UNION,2000,1.0,4,90000,36528,53472,Office,84.0,3897738.0,0.0,3897737.0,0.0,27.17,0.3
522,2016,NonResidential,Small- and Mid-Sized Office,The Waterside Building,LAKE UNION,2001,1.0,3,96041,33709,62332,Office,70.0,5413418.0,0.0,5413417.0,0.0,37.74,0.39
523,2016,NonResidential,Large Office,Adobe Seattle,LAKE UNION,1999,1.0,3,280957,114829,166128,Office,96.0,11325513.0,0.0,10986553.0,336610.0,94.47,0.34
524,2016,NonResidential,Large Office,Plaza 701 N 34th,LAKE UNION,1999,1.0,4,243334,103032,140302,Office,89.0,8651835.0,0.0,8116657.0,535178.0,85.01,0.35
526,2016,NonResidential,Large Office,Seattle Design Center (Plaza Center),GREATER DUWAMISH,1982,1.0,5,390295,121375,268920,Office,95.0,7683885.0,0.0,7683884.0,0.0,53.57,0.14
527,2016,NonResidential,Warehouse,Northwest Corporate Park,GREATER DUWAMISH,1967,1.0,2,90000,0,90000,Non-Refrigerated Warehouse,87.0,1468317.375,0.0,1272922.0,156224.0,17.17,0.19
530,2016,NonResidential,Warehouse,Magnum Building,BALLARD,1941,1.0,2,63240,0,63240,Non-Refrigerated Warehouse,100.0,272913.6875,0.0,85409.0,142158.0,8.15,0.13
534,2016,NonResidential,Warehouse,Nickerson Street Self  Storage,MAGNOLIA / QUEEN ANNE,1997,1.0,4,106041,0,106041,Non-Refrigerated Warehouse,94.0,1254908.5,0.0,739343.0,384600.0,25.58,0.24
538,2016,NonResidential,Large Office,Fifth and Jackson,DOWNTOWN,2002,1.0,10,181694,38186,143508,Office,88.0,7783714.5,0.0,7637985.0,0.0,53.25,0.29
539,2016,NonResidential,Retail Store,University Center,NORTHEAST,1987,1.0,2,69492,0,69492,Retail Store,100.0,318962.8125,0.0,318963.0,0.0,2.22,0.03
540,2016,NonResidential,Warehouse,NWCP-SEA Bldg K,GREATER DUWAMISH,1966,1.0,1,22780,0,22780,Non-Refrigerated Warehouse,33.0,402051.3125,0.0,402051.0,0.0,2.8,0.12
543,2016,NonResidential,Distribution Center,Seattle Distribution Center Bldg A,GREATER DUWAMISH,1967,1.0,1,124472,0,124472,Distribution Center,62.0,6345882.5,0.0,1145957.0,4318805.0,237.36,1.91
774,2016,NonResidential,Large Office,Pacific Building,DOWNTOWN,1970,1.0,22,227556,98556,129000,Office,95.0,8950688.0,0.0,8493419.0,0.0,59.21,0.26
544,2016,NonResidential,Distribution Center,Seattle Distribution Center Bldg B,GREATER DUWAMISH,1967,1.0,1,50065,0,50065,Distribution Center,72.0,1751500.375,0.0,836261.0,693249.0,42.65,0.85
545,2016,NonResidential,Distribution Center,GLACIER NORTHWEST (6335 1st Ave S),GREATER DUWAMISH,1969,1.0,1,57540,0,57540,Distribution Center,26.0,2808274.75,0.0,1310981.0,1271706.0,76.68,1.33
546,2016,NonResidential,Warehouse,NWCP-SEA Bldg A,GREATER DUWAMISH,1966,1.0,1,85400,0,85400,Non-Refrigerated Warehouse,49.0,1536998.25,0.0,1536998.0,0.0,10.72,0.13
547,2016,NonResidential,Warehouse,NWCP-SEA Bldg B,GREATER DUWAMISH,1966,1.0,1,55700,0,55700,Non-Refrigerated Warehouse,63.0,528115.6875,0.0,519806.0,0.0,3.62,0.06
548,2016,NonResidential,Small- and Mid-Sized Office,Resource Center,GREATER DUWAMISH,1964,1.0,1,53250,0,53250,Office,96.0,1760992.25,0.0,1048173.0,746014.0,46.93,0.88
549,2016,NonResidential,Small- and Mid-Sized Office,400 Mercer Street,MAGNOLIA / QUEEN ANNE,1987,1.0,6,78672,28427,50245,Office,98.0,2220030.5,0.0,1888502.0,291217.0,28.63,0.36
550,2016,NonResidential,Warehouse,21517-Seattle / Aurora AVE N,NORTHWEST,1986,1.0,3,64660,0,64660,Non-Refrigerated Warehouse,89.0,333622.5938,0.0,237813.0,87700.0,6.32,0.1
552,2016,NonResidential,Distribution Center,South Seattle Distribution Center- 3800,GREATER DUWAMISH,1968,1.0,1,161678,0,161678,Distribution Center,25.0,10093972.0,0.0,6332002.0,3025227.0,204.81,1.27
553,2016,NonResidential,Distribution Center,South Seattle Distribution Center- 3844,GREATER DUWAMISH,1949,1.0,1,101101,0,101101,Distribution Center,1.0,21341708.0,0.0,21779250.0,16577.0,152.71,1.51
554,2016,NonResidential,Distribution Center,South Seattle Distribution Center- 3601,GREATER DUWAMISH,1980,1.0,1,52613,0,52613,Distribution Center,80.0,1231121.75,0.0,527872.0,533586.0,32.02,0.61
557,2016,NonResidential,Supermarket / Grocery Store,Safeway 1845 - Greenwood Ave,NORTHWEST,2003,1.0,1,58184,7450,50734,Supermarket/Grocery Store,41.0,15076756.0,0.0,7956442.0,6758820.0,414.43,7.12
558,2016,NonResidential,Supermarket / Grocery Store,70500858 -- North Seattle,NORTH,1980,1.0,1,58480,0,58480,Supermarket/Grocery Store,37.0,11311432.0,0.0,6817771.0,4236763.0,272.54,4.66
561,2016,NonResidential,Large Office,Alley24,LAKE UNION,2005,1.0,6,336700,124800,211900,Office,95.0,9200102.0,0.0,7877393.0,0.0,54.92,0.16
562,2016,NonResidential,Retail Store,011-Seattle,LAKE UNION,1996,1.0,4,264008,159994,104014,Retail Store,42.0,10443463.0,0.0,7307906.0,2629800.0,190.61,0.72
563,2016,NonResidential,Small- and Mid-Sized Office,Darigold HQ,CENTRAL,1914,1.0,2,62220,0,62220,Office,32.0,5444253.5,0.0,5431426.0,12827.0,38.55,0.62
564,2016,NonResidential,Small- and Mid-Sized Office,Poplar Building,GREATER DUWAMISH,1970,1.0,1,65430,0,65430,Office,89.0,3586460.5,0.0,1705793.0,1475252.0,90.24,1.38
565,2016,NonResidential,Large Office,Northcut Landing,NORTHEAST,2006,1.0,3,102290,42440,59850,Office,26.0,6114351.5,0.0,5913177.0,149593.0,49.17,0.48
568,2016,NonResidential,Warehouse,K2 and Iron Mountain (Seattle 4),GREATER DUWAMISH,1991,1.0,2,323916,0,323916,Non-Refrigerated Warehouse,92.0,8767252.0,0.0,3548085.0,4475979.0,262.45,0.81
569,2016,NonResidential,Mixed Use Property,Pacific Tower,GREATER DUWAMISH,1932,1.0,14,304052,0,304052,Office,66.0,21290090.0,0.0,18843504.0,2183891.0,247.35,0.81
571,2016,NonResidential,Distribution Center,Northwest Center Industries,GREATER DUWAMISH,1989,1.0,2,98024,0,98024,Distribution Center,94.0,2109093.75,0.0,1373037.0,615298.0,42.25,0.43
573,2016,NonResidential,Large Office,617 Eastlake,LAKE UNION,1990,1.0,5,144573,66620,77953,Office,62.0,5318277.0,0.0,5135039.0,0.0,35.8,0.25
574,2016,NonResidential,Retail Store,(71371A) NORTHGATE Macy's,NORTH,1950,1.0,2,302812,0,302812,Retail Store,97.0,7783388.0,0.0,5590290.0,1700534.0,129.29,0.43
575,2016,NonResidential,Small- and Mid-Sized Office,Northway Square East,NORTHWEST,1974,1.0,5,86400,0,86400,Office,53.0,9266020.0,0.0,4089680.0,4990341.0,293.55,3.4
577,2016,NonResidential,Small- and Mid-Sized Office,NorthWay West Building,NORTHWEST,1981,1.0,6,86483,0,86483,Office,56.0,6636482.5,0.0,6361236.0,0.0,44.35,0.51
578,2016,NonResidential,Distribution Center,Pacific Plumbing Supply,DELRIDGE,1976,1.0,1,51600,0,51600,Distribution Center,75.0,1196293.25,0.0,815508.0,309035.0,22.1,0.43
579,2016,NonResidential,Warehouse,Jones Stevedoring Seattle Building,DELRIDGE,1968,1.0,1,140520,0,140520,Non-Refrigerated Warehouse,61.0,2502923.5,0.0,1310524.0,914988.0,57.73,0.41
580,2016,NonResidential,Large Office,PEMCO,MAGNOLIA / QUEEN ANNE,1986,1.0,5,154029,62380,91649,Office,95.0,4636396.5,0.0,4060681.0,575715.0,58.88,0.38
584,2016,NonResidential,Warehouse,Lenci Corporation,GREATER DUWAMISH,1980,1.0,1,50417,0,50417,Non-Refrigerated Warehouse,14.0,2149815.75,0.0,855017.0,992384.0,58.67,1.16
585,2016,NonResidential,Medical Office,NWH Outpatient Medical Center,NORTHWEST,1961,1.0,3,133298,0,133298,Medical Office,21.0,16041286.0,0.0,11600182.0,4040810.0,295.48,2.22
586,2016,NonResidential,Retail Store,"SEATTLE, WA-0106",NORTH,1965,1.0,2,168619,0,168619,Retail Store,78.0,6718441.0,0.0,5456882.0,998946.0,91.1,0.54
589,2016,NonResidential,Large Office,1260 Mercer,LAKE UNION,2000,1.0,4,175885,71385,104500,Office,91.0,6486377.5,0.0,6486377.0,0.0,45.22,0.26
590,2016,NonResidential,Warehouse,4727 Building,GREATER DUWAMISH,1969,1.0,2,104786,0,104786,Non-Refrigerated Warehouse,93.0,1153253.75,0.0,666718.0,361659.0,23.86,0.23
595,2016,NonResidential,Small- and Mid-Sized Office,McKinstry SEA - 220 S Dawson Office,GREATER DUWAMISH,1948,1.0,1,53620,0,53620,Office,86.0,2145554.75,0.0,1890584.0,168371.0,22.12,0.41
596,2016,NonResidential,Small- and Mid-Sized Office,5050,GREATER DUWAMISH,1938,1.0,1,50008,0,50008,Office,62.0,3380481.5,0.0,2270837.0,931375.0,65.3,1.31
597,2016,NonResidential,Large Office,635 Elliott - South Bldg.,MAGNOLIA / QUEEN ANNE,2009,1.0,4,291176,100176,191000,Office,98.0,6657348.5,0.0,6585119.0,72228.0,49.74,0.17
598,2016,NonResidential,Warehouse,4225 2nd Ave So.,GREATER DUWAMISH,1957,1.0,1,50832,0,50832,Non-Refrigerated Warehouse,63.0,2551022.25,0.0,613991.0,1937032.0,107.16,2.11
599,2016,NonResidential,Refrigerated Warehouse,Uwajimaya (Seattle 5),GREATER DUWAMISH,1971,1.0,1,76354,0,76354,Refrigerated Warehouse,70.0,2792753.5,0.0,2832924.0,10109.0,20.29,0.27
600,2016,NonResidential,Warehouse,Merlino Foods Building,GREATER DUWAMISH,1956,1.0,1,98480,0,98480,Non-Refrigerated Warehouse,65.0,2898646.0,0.0,2403347.0,428218.0,39.5,0.4
601,2016,NonResidential,Mixed Use Property,Wallingford Center,LAKE UNION,1904,1.0,2,53002,0,53002,Retail Store,75.0,3591767.75,0.0,2574531.0,867112.0,64.0,1.21
604,2016,NonResidential,Large Office,AGC Building,LAKE UNION,1971,1.0,11,124721,0,124721,Office,58.0,14339818.0,0.0,8069980.0,5828201.0,365.79,2.93
605,2016,NonResidential,Small- and Mid-Sized Office,Lake Union Building,LAKE UNION,1970,1.0,7,94002,0,94002,Office,70.0,5662234.0,0.0,5662234.0,0.0,39.47,0.42
606,2016,NonResidential,Warehouse,NWCP-SEA Bldg U,GREATER DUWAMISH,1974,1.0,1,93020,0,93020,Non-Refrigerated Warehouse,60.0,1252323.875,0.0,1252324.0,0.0,8.73,0.09
607,2016,NonResidential,Supermarket / Grocery Store,Safeway 1965 - Rainier Ave,SOUTHEAST,2002,1.0,1,61053,0,61053,Supermarket/Grocery Store,32.0,13564414.0,0.0,8474644.0,4658580.0,306.5,5.02
608,2016,NonResidential,Large Office,411 1ST AVE  S (ID608),DOWNTOWN,1913,5.0,7,154159,0,154159,Office,100.0,11348758.0,0.0,1608768.0,343050.0,29.43,0.19
609,2016,NonResidential,Small- and Mid-Sized Office,111 S. Jackson,DOWNTOWN,1904,1.0,5,78920,0,78920,Office,88.0,2830674.75,0.0,2830674.0,0.0,19.73,0.25
610,2016,NonResidential,Small- and Mid-Sized Office,FX McRory Building,DOWNTOWN,1906,1.0,7,99440,0,99440,Office,64.0,6669621.5,0.0,4685851.0,1920981.0,134.69,1.35
611,2016,NonResidential,Small- and Mid-Sized Office,Westland Building,DOWNTOWN,1907,1.0,6,73260,0,73260,Office,82.0,3020795.0,0.0,2853189.0,0.0,19.89,0.27
612,2016,NonResidential,Small- and Mid-Sized Office,The Globe Building,DOWNTOWN,1900,1.0,4,69817,0,69817,Office,87.0,2380143.75,771085.1875,1245123.0,161866.0,76.8,1.1
615,2016,NonResidential,Large Office,Occidental Mall,DOWNTOWN,1900,1.0,4,164380,0,164380,Office,79.0,7778893.0,399538.3125,6196714.0,1059498.0,130.31,0.79
616,2016,NonResidential,Large Office,(ID616) Court in the Square,DOWNTOWN,1907,1.0,7,160580,0,160580,Office,98.0,4501784.0,347207.9063,3014081.0,974898.0,99.59,0.62
618,2016,NonResidential,Small- and Mid-Sized Office,Prefontaine,DOWNTOWN,1909,1.0,6,73470,0,73470,Office,83.0,3408133.75,0.0,3212269.0,0.0,22.39,0.3
