OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,ENERGYSTARScore,SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions,GHGEmissionsIntensity
27013,2016,NonResidential,Warehouse,Northwest Wholesale Florists,GREATER DUWAMISH,1960,1.0,1,44476,0,44476,Non-Refrigerated Warehouse,33.0,1529218.125,0.0,931104.0,437016.0,29.7,0.67
27016,2016,NonResidential,Small- and Mid-Sized Office,"Pacific Georgetown Center, LLC",GREATER DUWAMISH,1969,1.0,1,35017,0,35017,Office,66.0,1394293.5,0.0,904631.0,390854.0,27.06,0.77
27020,2016,NonResidential,Residence Hall,Alpha Delta Pi Chapter House,NORTHEAST,1950,1.0,3,29084,0,29084,Residence Hall/Dormitory,66.0,1741865.25,0.0,560665.0,1071834.0,60.83,2.09
27080,2016,NonResidential,Worship Facility,Japanese Presbyterian Church,SOUTHEAST,1963,1.0,2,22952,0,22952,Worship Facility,98.0,545136.5,0.0,123878.0,346789.0,19.28,0.84
27117,2016,NonResidential,Warehouse,N W WAREHOUSE,GREATER DUWAMISH,1976,1.0,1,21040,0,21040,Non-Refrigerated Warehouse,43.0,657383.1875,0.0,266815.0,325273.0,19.14,0.91
27122,2016,NonResidential,Warehouse,Cedar Heights,GREATER DUWAMISH,1951,1.0,2,28032,0,28032,Non-Refrigerated Warehouse,52.0,1539819.875,0.0,510536.0,810529.0,46.61,1.66
27131,2016,NonResidential,Distribution Center,Pacific Rubber Inc,GREATER DUWAMISH,1974,1.0,1,25620,0,25620,Distribution Center,82.0,652579.875,0.0,189949.0,360375.0,20.46,0.8
27141,2016,NonResidential,Warehouse,(ID27141) TSUE CHONG BUILDING,DOWNTOWN,1992,1.0,3,33238,0,33238,Non-Refrigerated Warehouse,14.0,1632472.0,0.0,1632472.0,0.0,11.38,0.34
27142,2016,NonResidential,K-12 School,St. James Cathedral Place,EAST,1912,1.0,4,27800,0,27800,K-12 School,8.0,1275996.25,0.0,528460.0,652969.0,38.36,1.38
27145,2016,NonResidential,Large Office,719 2nd Ave (Millennium Tower),DOWNTOWN,2000,1.0,6,706176,0,706176,Office,82.0,13473994.0,0.0,13270685.0,0.0,92.52,0.13
27162,2016,NonResidential,Supermarket / Grocery Store,West Seattle Thriftway,SOUTHWEST,1998,1.0,1,33706,0,33706,Supermarket/Grocery Store,22.0,8992072.0,0.0,5528496.0,3159194.0,206.33,6.12
27378,2016,NonResidential,Supermarket / Grocery Store,Safeway 1550 - Roosevelt Way,NORTHEAST,1997,1.0,1,76585,38585,38000,Supermarket/Grocery Store,18.0,14368231.0,0.0,8112028.0,5794050.0,364.27,4.76
27381,2016,NonResidential,Worship Facility,Cross & Crown Church,NORTHEAST,1938,1.0,3,26373,0,26373,Worship Facility,75.0,1172287.125,0.0,282478.0,681758.0,38.18,1.45
27488,2016,NonResidential,Warehouse,West Coast Wire Rope & Rigging Inc,GREATER DUWAMISH,1953,1.0,1,42420,0,42420,Non-Refrigerated Warehouse,34.0,1129170.375,0.0,474320.0,491105.0,29.39,0.69
27554,2016,NonResidential,Warehouse,L&W Food Corporation,GREATER DUWAMISH,1974,1.0,1,35046,0,35046,Non-Refrigerated Warehouse,100.0,1092979.75,0.0,841364.0,221905.0,17.65,0.5
27562,2016,NonResidential,Warehouse,MVI 7th Avenue,GREATER DUWAMISH,1974,1.0,1,43380,0,43380,Non-Refrigerated Warehouse,89.0,412764.8125,0.0,405062.0,0.0,2.82,0.07
27567,2016,NonResidential,Small- and Mid-Sized Office,4010 Associates,LAKE UNION,1995,1.0,3,20410,0,20410,Office,8.0,2827857.0,0.0,1444160.0,1276078.0,77.84,3.81
27587,2016,NonResidential,Small- and Mid-Sized Office,Meridian Center Building,NORTHWEST,1983,1.0,3,24696,6300,18396,Office,87.0,624125.625,0.0,624125.0,0.0,4.35,0.18
27598,2016,NonResidential,Worship Facility,St. Andrew Kim,NORTHWEST,2002,1.0,1,24955,0,24955,Worship Facility,47.0,773357.0,0.0,320006.0,369797.0,21.87,0.88
27673,2016,NonResidential,Hotel,Hotel1000,DOWNTOWN,2006,0.0,10,392552,22225,370327,Hotel,23.0,17311366.0,0.0,10914911.0,6542646.0,423.57,1.08
27704,2016,NonResidential,K-12 School,Seattle Jewish Community School,North,1988,1.0,2,32961,0,32961,K-12 School,86.0,1719595.125,0.0,446659.0,1126496.0,62.94,1.91
27821,2016,NonResidential,Supermarket / Grocery Store,70500866 -- Northgate,North,1996,1.0,1,44755,0,44755,Supermarket/Grocery Store,56.0,11943740.0,0.0,5923610.0,5597529.0,338.58,7.57
27830,2016,NonResidential,Small- and Mid-Sized Office,ELYSIAN BREWING CO & OFFICES,EAST,1920,1.0,3,23422,0,23422,Office,65.0,2902229.0,0.0,334292.0,2367580.0,128.07,5.47
27838,2016,NonResidential,Mixed Use Property,Madison Crossing,EAST,1998,1.0,5,53034,14625,38409,Multifamily Housing,93.0,3518099.75,0.0,2091625.0,1300504.0,83.65,1.58
27869,2016,NonResidential,Warehouse,Auto Accessories Inc.,EAST,1920,1.0,2,23040,0,23040,Non-Refrigerated Warehouse,99.0,79967.89844,0.0,72845.0,6867.0,0.87,0.04
27874,2016,NonResidential,Warehouse,20172- Seattle / Capitol,EAST,1958,1.0,2,61880,0,61880,Non-Refrigerated Warehouse,66.0,604190.125,0.0,595937.0,0.0,4.15,0.07
27882,2016,NonResidential,Small- and Mid-Sized Office,900 E Pine St,EAST,1925,1.0,2,27938,0,27938,Office,97.0,1002986.375,0.0,1024252.0,3142.0,7.31,0.26
27903,2016,NonResidential,Retail Store,(ID27903) PACIFIC RIM CENTER,DOWNTOWN,2000,1.0,3,54969,0,54969,Retail Store,67.0,3770784.25,0.0,3434704.0,289394.0,39.31,0.72
27928,2016,NonResidential,Small- and Mid-Sized Office,Jewish Family Service,EAST,1958,1.0,3,25834,0,25834,Office,73.0,2223401.5,0.0,1219253.0,857036.0,54.02,2.09
27947,2016,NonResidential,Worship Facility,ST MARKS CATHEDRAL,EAST,1929,1.0,1,37700,0,37700,Worship Facility,38.0,4195549.5,0.0,751827.0,2729901.0,150.23,3.98
27969,2016,NonResidential,Mixed Use Property,1700 Madison Apts. Bldg. 2,Central,2004,1.0,6,97229,0,97229,Multifamily Housing,100.0,1056507.75,0.0,1021754.0,0.0,7.12,0.07
27982,2016,NonResidential,Small- and Mid-Sized Office,9620 Stone Ave N,NORTHWEST,1982,1.0,3,25111,0,25111,Office,77.0,1060040.75,0.0,557279.0,397074.0,24.97,0.99
28019,2016,NonResidential,Worship Facility,Our Lady of Fatima Church & Rectory,MAGNOLIA / QUEEN ANNE,1953,1.0,2,31805,0,31805,Worship Facility,10.0,1888861.125,0.0,407379.0,1234288.0,68.39,2.15
28020,2016,NonResidential,K-12 School,Our Lady of Fatima School & Gym,MAGNOLIA / QUEEN ANNE,1953,1.0,1,20811,0,20811,K-12 School,95.0,1441620.0,0.0,505796.0,761553.0,43.97,2.11
28025,2016,NonResidential,Warehouse,CSC Meter Shop (G),GREATER DUWAMISH,1967,1.0,2,22058,0,22058,Non-Refrigerated Warehouse,1.0,2235498.0,0.0,847726.0,1139608.0,66.43,3.01
28033,2016,NonResidential,Distribution Center,"Park Manor, LLC",GREATER DUWAMISH,1971,1.0,1,28320,0,28320,Distribution Center,1.0,4403066.5,0.0,3403624.0,832772.0,67.96,2.4
28053,2016,NonResidential,Worship Facility,(ID28053)CONGREGATION BETH SHALOM,NORTHEAST,1955,1.0,1,29079,0,29079,Worship Facility,78.0,930746.875,0.0,511118.0,350526.0,22.18,0.76
28066,2016,NonResidential,Small- and Mid-Sized Office,Madison Park,EAST,1982,1.0,3,28848,9616,19232,Office,82.0,769771.8125,0.0,726917.0,0.0,5.07,0.18
28081,2016,NonResidential,Small- and Mid-Sized Office,Brown Bear Car Wash,Ballard,1988,1.0,2,20535,0,20535,Office,7.0,1964622.625,0.0,1274260.0,561544.0,38.71,1.89
28476,2016,NonResidential,Warehouse,NWCP-SEA Mayn Bldg,GREATER DUWAMISH,1965,1.0,1,30800,0,30800,Non-Refrigerated Warehouse,65.0,485971.0,0.0,485971.0,0.0,3.39,0.11
29214,2016,NonResidential,Warehouse,1001-1005 6th Ave. S,GREATER DUWAMISH,1922,1.0,1,37400,0,37400,Non-Refrigerated Warehouse,73.0,909543.1875,0.0,894740.0,29453.0,7.8,0.21
29550,2016,NonResidential,Large Office,605 Union Station,DOWNTOWN,2000,1.0,11,268130,0,268130,Office,88.0,15033874.0,0.0,14980783.0,45567.0,106.86,0.4
29551,2016,NonResidential,Small- and Mid-Sized Office,625 Union Station,DOWNTOWN,2000,1.0,11,68452,0,68452,Office,79.0,3979629.5,0.0,3782378.0,0.0,26.37,0.39
29552,2016,NonResidential,Large Office,705 5th Avenue,DOWNTOWN,2000,1.0,11,273185,0,273185,Office,88.0,14709151.0,0.0,14709149.0,0.0,102.54,0.38
29612,2016,NonResidential,K-12 School,Villa Academy - Main bldg.,NORTHEAST,1924,1.0,3,97500,0,97500,K-12 School,97.0,4314753.5,0.0,910698.0,2826262.0,156.45,1.6
29788,2016,NonResidential,Small- and Mid-Sized Office,Queen Anne Square West (220),MAGNOLIA / QUEEN ANNE,1982,1.0,5,54015,0,54015,Office,75.0,3020001.5,0.0,3020001.0,0.0,21.05,0.39
33289,2016,NonResidential,Large Office,Bay Vista Office Building,DOWNTOWN,1982,0.0,24,119701,0,119701,Office,67.0,8382140.5,0.0,8382139.0,0.0,58.44,0.49
34348,2016,NonResidential,Retail Store,Pike Plaza,DOWNTOWN,1991,1.0,3,103000,0,103000,Retail Store,89.0,5390147.5,0.0,4243144.0,971477.0,81.18,0.79
34891,2016,NonResidential,Supermarket / Grocery Store,70500883 -- West Seattle,SOUTHWEST,2008,1.0,1,37864,0,37864,Supermarket/Grocery Store,61.0,8257472.5,0.0,5407602.0,2618093.0,176.75,4.67
34908,2016,NonResidential,Supermarket / Grocery Store,70500887 -- Broadway Market,EAST,1950,1.0,2,66497,0,66497,Supermarket/Grocery Store,84.0,9290214.0,0.0,9133009.0,157203.0,72.02,1.08
35392,2016,NonResidential,Supermarket / Grocery Store,70500881 -- Uptown,MAGNOLIA / QUEEN ANNE,2006,1.0,4,45980,0,45980,Supermarket/Grocery Store,79.0,8573323.0,0.0,5369235.0,2936020.0,193.36,4.21
36034,2016,NonResidential,Retail Store,Harvard Market,EAST,1996,0.0,3,45743,0,45743,Retail Store,88.0,5227773.5,0.0,4307444.0,1005772.0,83.45,1.82
37248,2016,NonResidential,Warehouse,Rainier Malt House,GREATER DUWAMISH,1904,1.0,4,72859,0,72859,Non-Refrigerated Warehouse,55.0,1577083.25,0.0,1455485.0,42973.0,12.43,0.17
40028,2016,NonResidential,Warehouse,Sandpoint #5,NORTHEAST,1940,1.0,0,384772,0,384772,Non-Refrigerated Warehouse,69.0,16139557.0,0.0,9014872.0,6191888.0,391.7,1.02
40031,2016,NonResidential,Medical Office,Sandpoint #25,NORTHEAST,1960,1.0,0,30287,0,30287,Medical Office,32.0,2279632.5,0.0,1815405.0,377710.0,32.72,1.08
40034,2016,NonResidential,Small- and Mid-Sized Office,Sandpoint #29,NORTHEAST,1960,1.0,0,21931,0,21931,Office,32.0,4292216.0,0.0,1398591.0,2548619.0,145.11,6.62
40067,2016,NonResidential,Small- and Mid-Sized Office,Olympic Block,DOWNTOWN,1985,1.0,6,73102,0,73102,Office,84.0,4483478.0,0.0,4307238.0,0.0,30.03,0.41
41928,2016,NonResidential,Supermarket / Grocery Store,Safeway 1586 - 15th Ave,NORTH,2011,1.0,1,51400,0,51400,Supermarket/Grocery Store,74.0,12081430.0,0.0,6889168.0,4813790.0,303.69,5.91
42069,2016,NonResidential,Small- and Mid-Sized Office,NORTH POINTE,LAKE UNION,1993,1.0,1,26263,0,26263,Office,64.0,1671740.25,0.0,1634669.0,0.0,11.4,0.43
49687,2016,NonResidential,Supermarket / Grocery Store,Safeway 1885 - 1st Ave,MAGNOLIA / QUEEN ANNE,2003,1.0,4,33997,0,33997,Supermarket/Grocery Store,23.0,9086338.0,0.0,8224625.0,702110.0,94.63,2.78
49695,2016,NonResidential,Large Office,City Place V - SEDO,LAKE UNION,2012,1.0,11,526423,0,526423,Office,97.0,17463744.0,0.0,16565434.0,898308.0,163.19,0.31
49697,2016,NonResidential,Mixed Use Property,Prudential Building,DOWNTOWN,1902,1.0,6,74211,0,74211,Office,97.0,1438856.625,0.0,1357120.0,0.0,9.46,0.13
49699,2016,NonResidential,Warehouse,21615-Seattle/10020 MartinLutherKing,SOUTHEAST,1988,1.0,2,45700,0,45700,Non-Refrigerated Warehouse,99.0,1547490.125,0.0,1441594.0,102600.0,15.5,0.34
49712,2016,NonResidential,Large Office,Home Plate Center,GREATER DUWAMISH,2012,1.0,6,157345,0,157345,Office,63.0,11666007.0,0.0,11385578.0,238969.0,92.07,0.59
49715,2016,NonResidential,Residence Hall,Elm Hall,NORTHEAST,2012,1.0,5,136758,0,136758,Residence Hall/Dormitory,90.0,6662918.5,0.0,3420620.0,2854748.0,175.46,1.28
49716,2016,NonResidential,Residence Hall,Alder Hall,NORTHEAST,2012,1.0,7,192259,0,192259,Residence Hall/Dormitory,72.0,9286532.0,0.0,5931729.0,2835888.0,191.97,1.0
49732,2016,NonResidential,Hospital,Seattle Children's Hospital Building Hope,NORTHEAST,2013,1.0,8,330000,0,330000,Hospital (General Medical & Surgical),58.0,57764408.0,0.0,27703081.0,30061325.0,1789.69,5.42
49737,2016,NonResidential,Retail Store,MARQUEEN / MQH,MAGNOLIA / QUEEN ANNE,1918,1.0,3,43832,0,43832,Retail Store,67.0,4085534.75,0.0,1343774.0,2542771.0,144.41,3.29
49775,2016,NonResidential,Supermarket / Grocery Store,SAFEWAY 2932,SOUTHWEST,2011,1.0,1,67263,0,67263,Supermarket/Grocery Store,78.0,15210667.0,0.0,9272449.0,5425036.0,352.77,5.24
49776,2016,NonResidential,Large Office,Market Place Tower,DOWNTOWN,1988,1.0,13,354086,149326,204760,Office,88.0,14070366.0,0.0,12288296.0,1170651.0,147.84,0.42
49778,2016,NonResidential,Worship Facility,Center for Spiritual Living,NORTHEAST,2008,1.0,2,70292,0,70292,Worship Facility,37.0,2145036.25,0.0,977731.0,956080.0,57.59,0.82
49780,2016,NonResidential,Other,2020 Fifth Avenue Dat Center,DOWNTOWN,1975,1.0,7,90679,35120,55559,Data Center,100.0,41680640.0,0.0,41680634.0,0.0,290.57,3.2
49858,2016,NonResidential,K-12 School,The Northwest School 401,EAST,2014,1.0,2,35780,0,35780,K-12 School,22.0,2962615.25,0.0,2234214.0,678050.0,51.59,1.44
49793,2016,NonResidential,Large Office,Interbay Worklofts,MAGNOLIA / QUEEN ANNE,2013,1.0,3,105061,28217,76844,Office,100.0,1420513.25,0.0,1363192.0,0.0,9.5,0.09
49797,2016,NonResidential,Small- and Mid-Sized Office,Seattle Goodwill Job Training/ Education Center,DOWNTOWN,2013,1.0,3,62662,14989,47673,Office,67.0,2626698.25,0.0,2444599.0,57532.0,20.1,0.32
49802,2016,NonResidential,Hotel,Hotel Ballard,BALLARD,2013,1.0,4,62381,22948,39433,Hotel,62.0,3497215.5,0.0,3497215.0,0.0,24.38,0.39
49829,2016,NonResidential,Senior Care Community,Aegis on Madison,Central,2013,1.0,6,79805,0,79805,Senior Care Community,25.0,7692164.0,0.0,4663661.0,2867663.0,184.81,2.32
49850,2016,NonResidential,K-12 School,Paul G Allen Athletic Center,NORTHWEST,2014,1.0,2,48925,0,48925,K-12 School,82.0,1695022.25,0.0,1384383.0,246907.0,22.76,0.47
49940,2016,NonResidential,Hospital,Virginia Mason Medical Center - 2149,EAST,1920,1.0,8,374466,0,374466,Hospital (General Medical & Surgical),74.0,167207104.0,73885472.0,90060497.0,0.0,6330.91,16.91
49946,2016,NonResidential,Supermarket / Grocery Store,70500891 -- Ballard,BALLARD,2010,1.0,8,41198,0,41198,Supermarket/Grocery Store,44.0,7785876.5,0.0,7151865.0,616192.0,82.58,2.0
49970,2016,NonResidential,Residence Hall,Cedar Hall,NORTHEAST,2011,1.0,0,176225,0,176225,Residence Hall/Dormitory,91.0,5209463.5,0.0,3424588.0,1502107.0,103.65,0.59
49979,2016,NonResidential,Residence Hall,Lander Hall,NORTHEAST,1953,1.0,0,166991,0,166991,Residence Hall/Dormitory,19.0,16591973.0,0.0,8902529.0,7063329.0,437.2,2.62
49980,2016,NonResidential,Residence Hall,Mercer Hall,NORTHEAST,1970,1.0,0,89392,0,89392,Residence Hall/Dormitory,16.0,7483350.0,0.0,6960904.0,0.0,48.53,0.54
49983,2016,NonResidential,Residence Hall,Poplar Hall,NORTHEAST,2011,1.0,0,97040,0,97040,Residence Hall/Dormitory,69.0,4075094.5,0.0,3129824.0,764318.0,62.41,0.64
49985,2016,NonResidential,Large Office,Amazon Phase VI,LAKE UNION,2014,1.0,6,427181,0,427181,Office,99.0,16810854.0,0.0,14213039.0,2157998.0,213.7,0.5
50035,2016,NonResidential,Hotel,Hilton Garden Inn Seattle,DOWNTOWN,2015,1.0,14,144614,0,144614,Hotel,89.0,5547964.5,0.0,5269208.0,255864.0,50.32,0.35
50037,2016,NonResidential,Large Office,"MAPS 325 Ninth Avenue North, LLC",LAKE UNION,2014,1.0,12,480702,163260,317442,Office,99.0,12926544.0,0.0,11452968.0,1267099.0,147.14,0.31
50045,2016,NonResidential,Large Office,"Sidneysea, LLC",LAKE UNION,2015,1.0,12,483397,166208,317189,Office,98.0,14409447.0,0.0,11733018.0,2265619.0,202.12,0.42
50054,2016,NonResidential,Large Office,400 FAIRVIEW OFFICE BLDG,LAKE UNION,2014,1.0,13,536697,197659,339038,Office,98.0,14037166.0,0.0,9925769.0,3313279.0,245.16,0.46
50062,2016,NonResidential,Hotel,Olympic Hospitality,LAKE UNION,2014,1.0,4,126823,41539,85284,Hotel,72.0,6042399.5,0.0,4115620.0,1926779.0,131.02,1.03
50068,2016,NonResidential,Warehouse,Airport - Maintenance Shop - DOT: KCIA,GREATER DUWAMISH,1955,1.0,1,52085,4222,47863,Non-Refrigerated Warehouse,37.0,4182621.75,0.0,732803.0,2873052.0,157.7,3.03
50069,2016,NonResidential,Small- and Mid-Sized Office,Airport - Main Terminal,GREATER DUWAMISH,1929,1.0,2,24990,0,24990,Office,9.0,4731813.5,0.0,2167029.0,2253621.0,134.8,5.39
50081,2016,NonResidential,K-12 School,Hamlin Robinson School,GREATER DUWAMISH,2015,1.0,3,45000,0,45000,K-12 School,77.0,1397742.375,0.0,1325973.0,0.0,9.24,0.21
50210,2016,NonResidential,Office,Central West HQ / Brown Bear,MAGNOLIA / QUEEN ANNE,1952,1.0,1,13661,0,13661,Office,75.0,558525.125,0.0,502667.782,0.0,3.5,0.26
50220,2016,NonResidential,Office,Genesee/SC SE HQ,SOUTHEAST,1960,1.0,1,15398,0,15398,Office,93.0,414172.4063,0.0,277536.8515,110272.998,7.79,0.51
50222,2016,NonResidential,Office,Horticulture building,GREATER DUWAMISH,1990,1.0,1,12294,0,12294,Office,46.0,943003.1875,0.0,524270.86,325475.0244,20.94,1.7
