OSEBuildingID,DataYear,BuildingType,PropertyName,Neighborhood,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,ENERGYSTARScore,SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions,Ancienneté,Neighborhood_BALLARD,Neighborhood_Ballard,Neighborhood_CENTRAL,Neighborhood_Central,Neighborhood_DELRIDGE,Neighborhood_DELRIDGE NEIGHBORHOODS,Neighborhood_DOWNTOWN,Neighborhood_Delridge,Neighborhood_EAST,Neighborhood_GREATER DUWAMISH,Neighborhood_LAKE UNION,Neighborhood_MAGNOLIA / QUEEN ANNE,Neighborhood_NORTH,Neighborhood_NORTHEAST,Neighborhood_NORTHWEST,Neighborhood_North,Neighborhood_Northwest,Neighborhood_SOUTHEAST,Neighborhood_SOUTHWEST,LargestPropertyUseType_Adult Education,LargestPropertyUseType_Automobile Dealership,LargestPropertyUseType_Bank Branch,LargestPropertyUseType_College/University,LargestPropertyUseType_Convention Center,LargestPropertyUseType_Courthouse,LargestPropertyUseType_Data Center,LargestPropertyUseType_Distribution Center,LargestPropertyUseType_Financial Office,LargestPropertyUseType_Fire Station,LargestPropertyUseType_Fitness Center/Health Club/Gym,LargestPropertyUseType_Food Service,LargestPropertyUseType_Hospital (General Medical & Surgical),LargestPropertyUseType_Hotel,LargestPropertyUseType_K-12 School,LargestPropertyUseType_Laboratory,LargestPropertyUseType_Library,LargestPropertyUseType_Lifestyle Center,LargestPropertyUseType_Manufacturing/Industrial Plant,LargestPropertyUseType_Medical Office,LargestPropertyUseType_Movie Theater,LargestPropertyUseType_Multifamily Housing,LargestPropertyUseType_Museum,LargestPropertyUseType_Non-Refrigerated Warehouse,LargestPropertyUseType_Office,LargestPropertyUseType_Other,LargestPropertyUseType_Other - Education,LargestPropertyUseType_Other - Entertainment/Public Assembly,LargestPropertyUseType_Other - Lodging/Residential,LargestPropertyUseType_Other - Mall,LargestPropertyUseType_Other - Public Services,LargestPropertyUseType_Other - Recreation,LargestPropertyUseType_Other - Restaurant/Bar,LargestPropertyUseType_Other - Services,LargestPropertyUseType_Other - Utility,LargestPropertyUseType_Other/Specialty Hospital,LargestPropertyUseType_Parking,LargestPropertyUseType_Performing Arts,"LargestPropertyUseType_Personal Services (Health/Beauty, Dry Cleaning, etc)",LargestPropertyUseType_Police Station,LargestPropertyUseType_Pre-school/Daycare,LargestPropertyUseType_Prison/Incarceration,LargestPropertyUseType_Refrigerated Warehouse,"LargestPropertyUseType_Repair Services (Vehicle, Shoe, Locksmith, etc)",LargestPropertyUseType_Residence Hall/Dormitory,LargestPropertyUseType_Residential Care Facility,LargestPropertyUseType_Restaurant,LargestPropertyUseType_Retail Store,LargestPropertyUseType_Self-Storage Facility,LargestPropertyUseType_Senior Care Community,LargestPropertyUseType_Social/Meeting Hall,LargestPropertyUseType_Strip Mall,LargestPropertyUseType_Supermarket/Grocery Store,LargestPropertyUseType_Urgent Care/Clinic/Other Outpatient,LargestPropertyUseType_Wholesale Club/Supercenter,LargestPropertyUseType_Worship Facility
24955,2016,NonResidential,3420/3430 E. Marginal Way Whse,GREATER DUWAMISH,1.0,1,16300,0.0,1.0,Distribution Center,100.0,150167.7969,0.0,138179.0,11989.0,1.6,64,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24958,2016,NonResidential,3401 Colorado Ave S. Whse,GREATER DUWAMISH,1.0,1,33462,0.0,1.0,Non-Refrigerated Warehouse,1.0,1386445.375,0.0,1386445.0,0.0,9.67,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24959,2016,NonResidential,Hanford Center,GREATER DUWAMISH,1.0,1,35310,0.0,1.0,Other,-1.0,1519845.5,0.0,564235.0,767235.0,44.68,64,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24991,2016,NonResidential,DUWAMISH,GREATER DUWAMISH,1.0,3,36140,0.0,1.0,Other,-1.0,4653535.0,0.0,4653534.0,0.0,32.44,54,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24994,2016,NonResidential,Ding How Shopping Center,DOWNTOWN,1.0,2,47963,0.4458436711631883,0.5541563288368118,Other - Mall,-1.0,8224244.0,0.0,2918371.0,5245042.0,298.91,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25000,2016,NonResidential,KLC GROUP LLC,DOWNTOWN,1.0,1,23903,0.0,1.0,Non-Refrigerated Warehouse,65.0,486884.9063,0.0,166749.0,248616.0,14.37,86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25001,2016,NonResidential,Econo Mini Storage,NORTHEAST,1.0,3,22522,0.0,1.0,Self-Storage Facility,-1.0,630412.625,0.0,136609.0,424865.0,23.52,69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25002,2016,NonResidential,Roosevelt Self Storage,NORTHEAST,1.0,4,38959,0.0,1.0,Self-Storage Facility,-1.0,963968.1875,0.0,525913.0,379837.0,23.84,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25025,2016,NonResidential,(ID25025) 1801 Ranier Ave S,GREATER DUWAMISH,1.0,2,25955,0.0,1.0,Non-Refrigerated Warehouse,-1.0,1218112.0,0.0,1218112.0,0.0,8.49,88,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25115,2016,NonResidential,Bethel Presbyterian Church,NORTHWEST,1.0,2,21936,0.0,1.0,Worship Facility,96.0,686216.5,0.0,77010.0,531746.0,28.78,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25124,2016,NonResidential,4H Investments,NORTH,1.0,1,25406,0.0,1.0,"Personal Services (Health/Beauty, Dry Cleaning, etc)",-1.0,2484501.5,0.0,1901857.0,540363.0,41.96,56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25148,2016,NonResidential,EJ and J Pacific,SOUTHEAST,1.0,2,23250,0.0,1.0,Office,55.0,888432.5,0.0,904236.0,0.0,6.3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25163,2016,NonResidential,McKinstry SEA - 4800 Denver Warehouse,GREATER DUWAMISH,1.0,1,30000,0.0,1.0,Non-Refrigerated Warehouse,32.0,3246531.0,0.0,600754.0,2194083.0,120.72,56,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25165,2016,NonResidential,SDOT Traffic Shop,GREATER DUWAMISH,1.0,1,45036,0.0,1.0,Non-Refrigerated Warehouse,-1.0,1989787.875,0.0,988941.0,802757.0,49.53,54,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25222,2016,NonResidential,Olive 8,DOWNTOWN,1.0,39,1074552,0.10434488047111727,0.8956551195288828,Multifamily Housing,65.0,26932200.0,0.0,20663978.0,5752789.0,449.59,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25250,2016,NonResidential,Student Union Building / Royal Brougham Pavilion,MAGNOLIA / QUEEN ANNE,1.0,2,122679,0.0,1.0,College/University,-1.0,17612938.0,0.0,6103316.0,10274835.0,588.25,57,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25268,2016,NonResidential,(ID25268) LANDMARK BUILDING,NORTH,1.0,4,23022,0.0,1.0,Office,78.0,1075427.75,0.0,865244.0,161987.0,14.64,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25275,2016,NonResidential,Express Cold Storage,GREATER DUWAMISH,1.0,1,27263,0.0,1.0,Refrigerated Warehouse,-1.0,2408141.75,0.0,2470642.0,0.0,17.22,49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25276,2016,NonResidential,Pedersens Rentals,GREATER DUWAMISH,1.0,1,31569,0.0,1.0,Non-Refrigerated Warehouse,12.0,3344952.0,0.0,804992.0,2259047.0,125.59,54,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25277,2016,NonResidential,Pedersen Party Rentals,GREATER DUWAMISH,1.0,1,22509,0.0,1.0,Non-Refrigerated Warehouse,57.0,177812.7969,0.0,177813.0,0.0,1.24,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25278,2016,NonResidential,(ID25278) 4400 BUILDING,GREATER DUWAMISH,1.0,1,39984,0.0,1.0,Non-Refrigerated Warehouse,75.0,1163530.25,0.0,437302.0,635854.0,36.82,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25325,2016,NonResidential,All Pilgrims Christian Church,EAST,1.0,1,26440,0.0,1.0,Worship Facility,91.0,826275.1875,0.0,223375.0,496530.0,27.93,110,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25364,2016,NonResidential,Seattle Self Storage,GREATER DUWAMISH,1.0,2,28800,0.0,1.0,Self-Storage Facility,-1.0,1266706.875,0.0,678658.0,465168.0,29.44,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25371,2016,NonResidential,Epiphany School,CENTRAL,4.0,2,28500,0.0,1.0,K-12 School,92.0,1300765.5,0.0,717507.0,445054.0,28.64,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25451,2016,NonResidential,Yale Street Landing  and Ocean Alexander,LAKE UNION,1.0,2,26519,0.0,1.0,Restaurant,-1.0,3717064.0,0.0,2170550.0,1546514.0,97.27,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25452,2016,NonResidential,Chandler's Cove - SEDO,LAKE UNION,1.0,2,34639,0.44464332111204136,0.5553566788879587,Restaurant,-1.0,15960838.0,0.0,6642344.0,8838336.0,515.71,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25457,2016,NonResidential,Art Marble 21,MAGNOLIA / QUEEN ANNE,1.0,2,26300,0.0,1.0,Other - Entertainment/Public Assembly,-1.0,3711173.0,0.0,1537923.0,1999918.0,116.94,95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25461,2016,NonResidential,(ID25461) CHINA HARBOR RESTURANT & MARINA,LAKE UNION,0.0,2,34072,0.0,1.0,Restaurant,-1.0,7007726.0,0.0,2664187.0,3920779.0,226.81,54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25462,2016,NonResidential,1848 Building,LAKE UNION,1.0,3,23355,0.0,1.0,Office,77.0,840549.375,0.0,840549.0,0.0,5.86,67,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25464,2016,NonResidential,Waterworks Offices + Marina,MAGNOLIA / QUEEN ANNE,1.0,4,30840,0.0,1.0,Office,30.0,3840161.75,0.0,1884294.0,1658414.0,101.21,51,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25471,2016,NonResidential,National Barricade Seattle,NORTHEAST,1.0,1,20332,0.0,1.0,Other,-1.0,431857.6875,0.0,213927.0,178757.0,10.99,70,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25513,2016,NonResidential,St. Therese Parish,CENTRAL,1.0,1,21850,0.0,1.0,Worship Facility,100.0,359962.5938,0.0,82056.0,235738.0,13.09,116,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25522,2016,NonResidential,YouthCare,NORTHEAST,1.0,4,32282,0.2163744501579828,0.7836255498420173,Multifamily Housing,-1.0,1500695.375,0.0,851657.0,540057.0,34.62,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25528,2016,NonResidential,Waterfront Place,DOWNTOWN,1.0,13,307557,0.27007676625796195,0.729923233742038,Office,-1.0,9691704.0,0.0,9512827.0,0.0,66.32,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25537,2016,NonResidential,FremontBridgeMini,MAGNOLIA / QUEEN ANNE,1.0,2,28309,0.0,1.0,Self-Storage Facility,-1.0,498364.9063,0.0,238481.0,191828.0,11.85,98,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25540,2016,NonResidential,Pioneer Square Hotel,DOWNTOWN,1.0,4,45500,0.0,1.0,Hotel,77.0,2934339.25,941139.6875,1069553.0,788902.0,122.0,102,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25541,2016,NonResidential,The Maynard Building,DOWNTOWN,1.0,5,38376,0.0,1.0,Office,-1.0,2142457.5,0.0,2058533.0,0.0,14.35,116,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25543,2016,NonResidential,Gatzert/Schwabacher,DOWNTOWN,1.0,4,42804,0.0,1.0,Office,-1.0,1598032.0,0.0,769417.0,775085.0,46.53,116,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25546,2016,NonResidential,Compass Housing Alliance - Pioneer Square,DOWNTOWN,0.0,5,57600,0.0,1.0,Residence Hall/Dormitory,-1.0,7355579.0,0.0,3197921.0,3785814.0,223.36,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25548,2016,NonResidential,New England,DOWNTOWN,1.0,4,33300,0.0,1.0,Office,-1.0,1355968.5,0.0,1075503.0,211994.0,18.76,116,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25553,2016,NonResidential,J & M HOTEL BUILDING (ID25553),DOWNTOWN,1.0,3,25450,0.0,1.0,Hotel,99.0,492844.5938,0.0,503745.0,0.0,3.51,116,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25554,2016,NonResidential,Alaskan Way,DOWNTOWN,1.0,3,22200,0.0,1.0,Other,-1.0,231847.0938,0.0,64453.0,124293.0,7.05,116,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25563,2016,NonResidential,Nautical Landing,MAGNOLIA / QUEEN ANNE,1.0,2,29498,0.0,1.0,Non-Refrigerated Warehouse,-1.0,3930355.5,0.0,3253683.0,515217.0,50.05,48,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25567,2016,NonResidential,1109 N NORTHLAKE WAY,LAKE UNION,1.0,1,23050,0.0,1.0,Non-Refrigerated Warehouse,27.0,486485.3125,0.0,466673.0,0.0,3.25,78,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25572,2016,NonResidential,PETCO,NORTHEAST,1.0,1,46059,0.0,1.0,Retail Store,82.0,1656820.0,0.0,1374074.0,208582.0,20.66,86,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25635,2016,NonResidential,Seattle Healing Arts,NORTHEAST,1.0,2,23595,0.0,1.0,Medical Office,72.0,823716.875,0.0,799401.0,18009.0,6.53,46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25657,2016,NonResidential,Herman Blumenthal Building,DOWNTOWN,1.0,3,28142,0.0,1.0,Office,96.0,911154.125,340615.5938,414101.0,92381.0,34.08,116,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25658,2016,NonResidential,The Occidental Building,DOWNTOWN,1.0,3,28760,0.0,1.0,Office,-1.0,2726126.75,500752.8125,572200.0,1543021.0,124.59,116,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25659,2016,NonResidential,Union Trust Building,DOWNTOWN,1.0,4,39030,0.0,1.0,Office,99.0,773324.6875,0.0,524342.0,188985.0,13.69,114,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25661,2016,NonResidential,Buttnick City Loan,DOWNTOWN,0.0,3,47215,0.0,1.0,Office,58.0,2136896.0,0.0,1597575.0,991813.0,63.81,107,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25663,2016,NonResidential,East Precinct,EAST,1.0,2,61580,0.43845404352062356,0.5615459564793764,Other,-1.0,4489734.5,0.0,3327045.0,872398.0,69.53,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
